,Season,Venue,City,innings,batter,Match_Played,Balls_Faced,Runs,4s,6s,Out,Not_Out,Strike_Rate,Avg,Explosivity_Rating,Running_Rating,Finisher_Rating
4075,2013,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,RA Jadeja,5,59,82,5,3,4.0,1.0,83.0,96.75,9.0,75.0,2.0
8924,2021,Sharjah Cricket Stadium,Sharjah,1,GJ Maxwell,3,63,83,4,5,3.0,0.0,84.0,104.0,10.0,75.0,1.0
3959,2013,M Chinnaswamy Stadium,Bangalore,2,AB de Villiers,4,77,83,6,3,3.0,1.0,84.0,108.66666666666667,10.0,75.0,2.0
9896,2022,"Wankhede Stadium, Mumbai",Mumbai,1,GJ Maxwell,2,60,88,10,4,2.0,0.0,89.0,118.0,15.0,75.0,1.0
3603,2012,"Wankhede Stadium, Mumbai",Mumbai,1,KD Karthik,4,64,82,8,1,4.0,0.0,83.0,98.0,10.0,74.0,1.0
4155,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,MEK Hussey,1,54,86,11,2,0.0,1.0,87.0,86.0,14.0,74.0,2.0
1735,2010,M Chinnaswamy Stadium,Bangalore,1,JH Kallis,2,66,87,13,1,2.0,0.0,88.0,120.0,15.0,74.0,1.0
1304,2009,SuperSport Park,Centurion,2,DJ Bravo,2,78,83,7,3,1.0,1.0,84.0,161.0,11.0,74.0,2.0
1007,2009,New Wanderers Stadium,Johannesburg,2,RV Uthappa,3,63,84,8,3,1.0,2.0,85.0,147.0,12.0,74.0,3.0
2959,2012,"Eden Gardens, Kolkata",Kolkata,2,CH Gayle,1,59,86,7,6,1.0,0.0,87.0,145.0,14.0,74.0,1.0
7898,2019,"Eden Gardens, Kolkata",Kolkata,1,DA Warner,1,55,85,9,3,1.0,0.0,86.0,140.0,13.0,74.0,1.0
8469,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,KA Pollard,4,48,84,5,6,2.0,2.0,85.0,108.0,12.0,74.0,3.0
6869,2017,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,CA Lynn,1,54,84,8,3,1.0,0.0,85.0,138.0,12.0,74.0,1.0
6651,2017,Holkar Cricket Stadium,Indore,2,GJ Maxwell,2,45,87,6,8,0.0,2.0,88.0,87.0,15.0,74.0,3.0
7165,2018,"Arun Jaitley Stadium, Delhi",Delhi,2,KS Williamson,1,53,83,8,2,0.0,1.0,84.0,83.0,11.0,74.0,2.0
8055,2019,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,MK Pandey,1,50,83,7,3,0.0,1.0,84.0,83.0,11.0,74.0,2.0
6135,2016,Maharashtra Cricket Association Stadium,Pune,1,AB de Villiers,1,46,83,6,4,1.0,0.0,84.0,129.0,11.0,74.0,1.0
8453,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,DA Warner,2,63,81,5,3,2.0,0.0,82.0,112.5,9.0,74.0,1.0
1409,2010,"Brabourne Stadium, Mumbai",Mumbai,1,SK Raina,1,53,83,7,3,0.0,1.0,84.0,83.0,11.0,74.0,2.0
2459,2011,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,AB de Villiers,2,57,83,8,2,2.0,0.0,84.0,111.5,11.0,74.0,1.0
9692,2022,Maharashtra Cricket Association Stadium,Pune,1,DP Conway,1,56,85,8,4,0.0,1.0,86.0,85.0,13.0,74.0,2.0
8126,2019,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,DA Miller,2,61,83,6,4,2.0,0.0,84.0,113.5,11.0,74.0,1.0
9009,2021,Sharjah Cricket Stadium,Sharjah,2,RD Gaikwad,2,65,83,8,3,2.0,0.0,84.0,115.5,12.0,73.0,1.0
9880,2022,"Wankhede Stadium, Mumbai",Mumbai,1,AK Markram,3,62,79,4,3,3.0,0.0,80.0,99.66666666666667,8.0,73.0,1.0
5732,2015,"Wankhede Stadium, Mumbai",Mumbai,1,V Kohli,1,51,82,6,4,0.0,1.0,83.0,82.0,11.0,73.0,2.0
8013,2019,M Chinnaswamy Stadium,Bengaluru,2,MS Dhoni,1,48,84,5,7,0.0,1.0,85.0,84.0,13.0,73.0,2.0
5060,2014,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,2,AM Rahane,2,75,82,10,0,2.0,0.0,83.0,119.5,11.0,73.0,1.0
1235,2009,SuperSport Park,Centurion,1,BB McCullum,1,64,84,10,2,0.0,1.0,85.0,84.0,13.0,73.0,2.0
3960,2013,M Chinnaswamy Stadium,Bangalore,2,AC Gilchrist,1,57,85,10,3,0.0,1.0,86.0,85.0,14.0,73.0,2.0
9409,2022,"Brabourne Stadium, Mumbai",Mumbai,2,WP Saha,2,64,84,10,2,2.0,0.0,85.0,116.0,13.0,73.0,1.0
3599,2012,"Wankhede Stadium, Mumbai",Mumbai,1,JEC Franklin,3,60,82,6,4,3.0,0.0,83.0,102.0,11.0,73.0,1.0
7366,2018,M Chinnaswamy Stadium,Bengaluru,1,RR Pant,1,50,85,6,7,1.0,0.0,86.0,135.0,14.0,73.0,1.0
9522,2022,"Dr DY Patil Sports Academy, Mumbai",Mumbai,2,Q de Kock,2,59,83,9,2,2.0,0.0,84.0,112.5,12.0,73.0,1.0
6390,2016,Shaheed Veer Narayan Singh International Stadium,Raipur,2,KK Nair,1,61,83,8,3,0.0,1.0,84.0,83.0,12.0,73.0,2.0
497,2008,Rajiv Gandhi International Stadium,Hyderabad,2,SE Marsh,1,63,84,11,1,0.0,1.0,85.0,84.0,13.0,73.0,2.0
5045,2014,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,SK Raina,2,61,80,7,1,2.0,0.0,81.0,110.5,9.0,73.0,1.0
3748,2013,"Eden Gardens, Kolkata",Kolkata,2,MS Bisla,3,80,84,8,4,2.0,1.0,85.0,124.0,13.0,73.0,2.0
5919,2016,"Eden Gardens, Kolkata",Kolkata,2,RG Sharma,1,55,84,10,3,0.0,1.0,85.0,84.0,14.0,72.0,2.0
3639,2012,"Wankhede Stadium, Mumbai",Mumbai,2,CH Gayle,1,59,82,5,6,0.0,1.0,83.0,82.0,12.0,72.0,2.0
7073,2017,"Wankhede Stadium, Mumbai",Mumbai,1,MK Pandey,1,48,81,5,5,0.0,1.0,82.0,81.0,11.0,72.0,2.0
394,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,Yuvraj Singh,3,35,84,5,8,3.0,0.0,85.0,95.66666666666667,14.0,72.0,1.0
8165,2019,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,CH Gayle,3,71,84,6,7,3.0,0.0,85.0,107.66666666666667,14.0,72.0,1.0
2590,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,KD Karthik,3,68,82,10,1,3.0,0.0,83.0,104.66666666666667,12.0,72.0,1.0
6514,2017,"Eden Gardens, Kolkata",Kolkata,2,SK Raina,1,46,84,9,4,1.0,0.0,85.0,130.0,14.0,72.0,1.0
6086,2016,M Chinnaswamy Stadium,Bangalore,2,CH Gayle,2,55,85,6,8,2.0,0.0,86.0,112.5,15.0,72.0,1.0
2070,2010,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,2,RG Sharma,2,59,81,8,2,2.0,0.0,82.0,110.5,11.0,72.0,1.0
6148,2016,Maharashtra Cricket Association Stadium,Pune,1,V Kohli,1,70,80,7,2,1.0,0.0,81.0,150.0,10.0,72.0,1.0
9172,2021,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,SA Yadav,2,51,87,13,3,2.0,0.0,88.0,112.5,17.0,72.0,1.0
970,2009,New Wanderers Stadium,Johannesburg,1,SC Ganguly,2,88,77,4,2,2.0,0.0,78.0,121.0,7.0,72.0,1.0
9673,2022,"Eden Gardens, Kolkata",Kolkata,2,KL Rahul,1,59,79,3,5,1.0,0.0,80.0,138.0,9.0,72.0,1.0
7378,2018,M Chinnaswamy Stadium,Bengaluru,2,AT Rayudu,1,54,82,3,8,1.0,0.0,83.0,136.0,12.0,72.0,1.0
1759,2010,M Chinnaswamy Stadium,Bangalore,1,V Kohli,2,53,82,6,5,2.0,0.0,83.0,108.5,12.0,72.0,1.0
8384,2019,"Wankhede Stadium, Mumbai",Mumbai,1,RG Sharma,3,70,84,12,1,3.0,0.0,85.0,107.33333333333333,14.0,72.0,1.0
8554,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,2,MA Agarwal,2,58,81,9,1,2.0,0.0,82.0,110.0,11.0,72.0,1.0
2019,2010,Sawai Mansingh Stadium,Jaipur,2,MJ Lumb,2,51,91,18,2,2.0,0.0,92.0,116.5,21.0,72.0,1.0
7224,2018,"Eden Gardens, Kolkata",Kolkata,1,N Rana,4,62,83,7,5,4.0,0.0,84.0,98.5,13.0,72.0,1.0
2765,2011,Sawai Mansingh Stadium,Jaipur,2,JH Kallis,1,66,80,7,2,0.0,1.0,81.0,80.0,10.0,72.0,2.0
9294,2022,"Brabourne Stadium, Mumbai",Mumbai,1,RG Sharma,2,62,84,9,4,2.0,0.0,85.0,115.0,14.0,72.0,1.0
1700,2010,Himachal Pradesh Cricket Association Stadium,Dharamsala,1,KC Sangakkara,2,61,85,14,1,2.0,0.0,86.0,115.5,16.0,71.0,1.0
7449,2018,Maharashtra Cricket Association Stadium,Pune,1,MS Dhoni,3,48,82,6,6,2.0,1.0,83.0,106.0,13.0,71.0,2.0
8027,2019,M Chinnaswamy Stadium,Bengaluru,2,SO Hetmyer,2,56,80,4,6,2.0,0.0,81.0,108.0,11.0,71.0,1.0
4031,2013,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,MS Dhoni,3,50,78,3,5,1.0,2.0,79.0,128.0,9.0,71.0,3.0
8490,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,PJ Cummins,5,70,79,6,3,1.0,4.0,80.0,149.0,10.0,71.0,5.0
4662,2014,Feroz Shah Kotla,Delhi,1,Q de Kock,4,71,83,10,3,4.0,0.0,84.0,100.75,14.0,71.0,1.0
9739,2022,Maharashtra Cricket Association Stadium,Pune,1,SV Samson,2,51,82,4,8,2.0,0.0,83.0,107.5,13.0,71.0,1.0
435,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,Yuvraj Singh,3,60,80,6,4,2.0,1.0,81.0,110.0,11.0,71.0,2.0
9118,2021,"Wankhede Stadium, Mumbai",Mumbai,2,V Kohli,2,55,80,7,3,1.0,1.0,81.0,135.0,11.0,71.0,2.0
8255,2019,Rajiv Gandhi International Stadium,Hyderabad,2,KL Rahul,1,60,79,4,5,1.0,0.0,80.0,139.0,10.0,71.0,1.0
3581,2012,"Wankhede Stadium, Mumbai",Mumbai,1,AT Rayudu,6,65,76,3,3,2.0,4.0,77.0,108.5,7.0,71.0,5.0
2499,2011,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,MEK Hussey,1,57,79,8,1,0.0,1.0,80.0,79.0,10.0,71.0,2.0
5968,2016,Feroz Shah Kotla,Delhi,1,SW Billings,2,51,78,4,4,2.0,0.0,79.0,103.5,9.0,71.0,1.0
5978,2016,Feroz Shah Kotla,Delhi,2,CH Morris,1,33,82,4,8,0.0,1.0,83.0,82.0,13.0,71.0,2.0
6723,2017,M Chinnaswamy Stadium,Bangalore,2,KH Pandya,2,62,82,11,1,0.0,2.0,83.0,82.0,13.0,71.0,3.0
841,2009,Kingsmead,Durban,1,TM Dilshan,2,46,87,14,3,2.0,0.0,88.0,110.0,18.0,71.0,1.0
5500,2015,Maharashtra Cricket Association Stadium,Pune,1,GJ Bailey,2,57,79,6,3,2.0,0.0,80.0,107.5,10.0,71.0,1.0
7074,2017,"Wankhede Stadium, Mumbai",Mumbai,1,MK Tiwary,2,61,80,8,2,2.0,0.0,81.0,110.5,11.0,71.0,1.0
10051,2022,"Wankhede Stadium, Mumbai",Mumbai,2,SS Iyer,3,68,80,9,1,2.0,1.0,81.0,114.0,11.0,71.0,2.0
9049,2021,"Wankhede Stadium, Mumbai",Mumbai,1,MA Agarwal,3,48,83,9,4,3.0,0.0,84.0,99.0,14.0,71.0,1.0
6722,2017,M Chinnaswamy Stadium,Bangalore,2,KA Pollard,2,59,79,4,5,1.0,1.0,80.0,138.0,10.0,71.0,2.0
2303,2011,Himachal Pradesh Cricket Association Stadium,Dharamsala,1,PC Valthaty,2,72,82,9,4,2.0,0.0,83.0,118.0,14.0,70.0,1.0
3055,2012,Feroz Shah Kotla,Delhi,2,LRPL Taylor,4,54,80,9,2,4.0,0.0,81.0,93.5,12.0,70.0,1.0
9642,2022,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,2,S Dhawan,2,71,81,11,1,1.0,1.0,82.0,152.0,13.0,70.0,2.0
2693,2011,Rajiv Gandhi International Stadium,Hyderabad,2,S Dhawan,2,68,79,9,1,2.0,0.0,80.0,113.0,11.0,70.0,1.0
6203,2016,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,PA Patel,1,60,81,10,2,1.0,0.0,82.0,141.0,13.0,70.0,1.0
8594,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,2,Shubman Gill,2,74,77,6,2,1.0,1.0,78.0,151.0,9.0,70.0,2.0
4137,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,SE Marsh,1,66,77,6,2,1.0,0.0,78.0,143.0,9.0,70.0,1.0
8506,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,SP Narine,2,45,81,7,5,2.0,0.0,82.0,103.5,13.0,70.0,1.0
9895,2022,"Wankhede Stadium, Mumbai",Mumbai,1,F du Plessis,2,64,81,10,2,1.0,1.0,82.0,145.0,13.0,70.0,2.0
7392,2018,M Chinnaswamy Stadium,Bengaluru,2,KS Williamson,1,42,81,7,5,1.0,0.0,82.0,123.0,13.0,70.0,1.0
1172,2009,St George's Park,Port Elizabeth,1,SR Tendulkar,3,65,79,6,4,3.0,0.0,80.0,100.66666666666667,11.0,70.0,1.0
9979,2022,"Wankhede Stadium, Mumbai",Mumbai,2,AR Patel,4,53,77,4,4,2.0,2.0,78.0,103.5,9.0,70.0,3.0
4658,2014,Feroz Shah Kotla,Delhi,1,M Vijay,5,71,77,6,2,4.0,1.0,78.0,94.75,9.0,70.0,2.0
2824,2011,"Wankhede Stadium, Mumbai",Mumbai,2,BB McCullum,1,64,81,10,2,1.0,0.0,82.0,145.0,13.0,70.0,1.0
4911,2014,"Sardar Patel Stadium, Motera",Ahmedabad,1,SV Samson,2,59,77,5,3,2.0,0.0,78.0,106.5,9.0,70.0,1.0
8744,2021,Dubai International Cricket Stadium,Dubai,2,S Dhawan,2,72,81,9,3,2.0,0.0,82.0,117.0,13.0,70.0,1.0
1318,2009,SuperSport Park,Centurion,2,LRPL Taylor,1,33,81,7,5,0.0,1.0,82.0,81.0,13.0,70.0,2.0
2595,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,PC Valthaty,3,69,83,11,3,3.0,0.0,84.0,106.0,15.0,70.0,1.0
5209,2015,"Eden Gardens, Kolkata",Kolkata,1,MK Pandey,3,60,78,6,3,3.0,0.0,79.0,98.0,10.0,70.0,1.0
1791,2010,M Chinnaswamy Stadium,Bangalore,2,TL Suman,1,59,78,6,3,0.0,1.0,79.0,78.0,10.0,70.0,2.0
4582,2014,Barabati Stadium,Cuttack,2,G Gambhir,2,66,77,8,0,1.0,1.0,78.0,143.0,9.0,70.0,2.0
6702,2017,M Chinnaswamy Stadium,Bangalore,1,V Kohli,3,71,77,5,3,3.0,0.0,78.0,100.66666666666667,9.0,70.0,1.0
7522,2018,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,MS Dhoni,1,47,79,6,5,0.0,1.0,80.0,79.0,12.0,69.0,2.0
5691,2015,Shaheed Veer Narayan Singh International Stadium,Raipur,1,MC Henriques,1,48,74,1,5,0.0,1.0,75.0,74.0,7.0,69.0,2.0
9256,2022,"Brabourne Stadium, Mumbai",Mumbai,1,JM Bairstow,3,46,83,8,7,3.0,0.0,84.0,98.33333333333333,16.0,69.0,1.0
6885,2017,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,SE Marsh,1,50,84,14,2,1.0,0.0,85.0,134.0,17.0,69.0,1.0
9089,2021,"Wankhede Stadium, Mumbai",Mumbai,2,JC Buttler,4,63,81,11,2,4.0,0.0,82.0,96.75,14.0,69.0,1.0
7843,2019,"Arun Jaitley Stadium, Delhi",Delhi,2,RR Pant,4,72,77,4,5,3.0,1.0,78.0,101.0,10.0,69.0,2.0
3695,2013,"Eden Gardens, Kolkata",Kolkata,1,JH Kallis,3,65,78,10,0,3.0,0.0,79.0,99.66666666666667,11.0,69.0,1.0
7485,2018,Maharashtra Cricket Association Stadium,Pune,2,RR Pant,1,47,79,7,4,1.0,0.0,80.0,126.0,12.0,69.0,1.0
8279,2019,Rajiv Gandhi International Stadium,Hyderabad,2,SR Watson,1,62,80,8,4,1.0,0.0,81.0,142.0,13.0,69.0,1.0
8345,2019,Sawai Mansingh Stadium,Jaipur,2,RR Pant,1,36,78,6,4,0.0,1.0,79.0,78.0,11.0,69.0,2.0
6140,2016,Maharashtra Cricket Association Stadium,Pune,1,MS Dhoni,3,57,77,6,3,1.0,2.0,78.0,134.0,10.0,69.0,3.0
438,2008,Rajiv Gandhi International Stadium,Hyderabad,1,AC Gilchrist,5,70,78,7,3,5.0,0.0,79.0,92.0,11.0,69.0,1.0
4626,2014,"Eden Gardens, Kolkata",Kolkata,1,Shakib Al Hasan,2,57,78,7,3,2.0,0.0,79.0,106.5,11.0,69.0,1.0
1228,2009,SuperSport Park,Centurion,1,AB de Villiers,2,62,76,5,3,2.0,0.0,77.0,107.0,9.0,69.0,1.0
6556,2017,Feroz Shah Kotla,Delhi,1,SK Raina,1,43,77,5,4,1.0,0.0,78.0,120.0,10.0,69.0,1.0
186,2008,Feroz Shah Kotla,Delhi,2,S Dhawan,2,74,79,10,1,1.0,1.0,80.0,153.0,12.0,69.0,2.0
8771,2021,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,Ishan Kishan,5,89,73,3,2,5.0,0.0,74.0,90.8,6.0,69.0,1.0
10061,2022,"Wankhede Stadium, Mumbai",Mumbai,2,V Kohli,2,62,78,8,2,2.0,0.0,79.0,109.0,11.0,69.0,1.0
3493,2012,Subrata Roy Sahara Stadium,Pune,1,CL White,1,46,78,6,5,1.0,0.0,79.0,124.0,12.0,68.0,1.0
7733,2018,"Wankhede Stadium, Mumbai",Mumbai,2,F du Plessis,2,54,77,6,4,1.0,1.0,78.0,131.0,11.0,68.0,2.0
6700,2017,M Chinnaswamy Stadium,Bangalore,1,TM Head,2,49,75,3,5,1.0,1.0,76.0,124.0,9.0,68.0,2.0
8855,2021,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,1,AB de Villiers,1,43,75,3,5,0.0,1.0,76.0,75.0,9.0,68.0,2.0
8786,2021,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,N Rana,1,56,80,9,4,1.0,0.0,81.0,136.0,14.0,68.0,1.0
2534,2011,Nehru Stadium,Kochi,1,DPMD Jayawardene,2,62,73,4,2,2.0,0.0,74.0,104.0,7.0,68.0,1.0
5392,2015,M Chinnaswamy Stadium,Bangalore,2,D Wiese,3,53,78,8,3,1.0,2.0,79.0,131.0,12.0,68.0,3.0
8292,2019,Sawai Mansingh Stadium,Jaipur,1,CH Gayle,1,52,79,8,4,1.0,0.0,80.0,131.0,13.0,68.0,1.0
5925,2016,"Eden Gardens, Kolkata",Kolkata,2,V Kohli,1,51,75,5,3,0.0,1.0,76.0,75.0,9.0,68.0,2.0
10033,2022,"Wankhede Stadium, Mumbai",Mumbai,2,R Tewatia,2,47,80,9,4,0.0,2.0,81.0,80.0,14.0,68.0,3.0
5740,2015,"Wankhede Stadium, Mumbai",Mumbai,2,AT Rayudu,3,64,76,6,3,2.0,1.0,77.0,108.0,10.0,68.0,2.0
6272,2016,Rajiv Gandhi International Stadium,Hyderabad,1,KS Williamson,2,64,77,10,0,2.0,0.0,78.0,109.0,11.0,68.0,1.0
8668,2021,Dubai International Cricket Stadium,Dubai,1,MK Lomror,3,52,75,3,5,2.0,1.0,76.0,101.0,9.0,68.0,2.0
6856,2017,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,S Dhawan,1,50,77,9,1,1.0,0.0,78.0,127.0,11.0,68.0,1.0
3689,2013,"Eden Gardens, Kolkata",Kolkata,1,EJG Morgan,3,56,80,9,4,3.0,0.0,81.0,98.66666666666667,14.0,68.0,1.0
2858,2011,"Wankhede Stadium, Mumbai",Mumbai,2,SK Raina,2,56,78,5,6,1.0,1.0,79.0,134.0,12.0,68.0,2.0
1301,2009,SuperSport Park,Centurion,2,BB McCullum,1,48,81,11,3,1.0,0.0,82.0,129.0,15.0,68.0,1.0
519,2008,Sawai Mansingh Stadium,Jaipur,1,GC Smith,2,60,77,8,2,1.0,1.0,78.0,137.0,11.0,68.0,2.0
4671,2014,Feroz Shah Kotla,Delhi,2,DR Smith,1,51,79,4,8,1.0,0.0,80.0,130.0,13.0,68.0,1.0
287,2008,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,ML Hayden,1,47,81,12,2,1.0,0.0,82.0,128.0,15.0,68.0,1.0
912,2009,Kingsmead,Durban,2,SR Tendulkar,3,66,77,7,3,3.0,0.0,78.0,99.0,11.0,68.0,1.0
3319,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,SE Marsh,3,74,76,8,1,3.0,0.0,77.0,100.66666666666667,10.0,68.0,1.0
2554,2011,Nehru Stadium,Kochi,1,V Sehwag,1,48,80,8,5,1.0,0.0,81.0,128.0,14.0,68.0,1.0
299,2008,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,S Badrinath,5,63,77,6,4,2.0,3.0,78.0,108.5,11.0,68.0,4.0
9690,2022,Maharashtra Cricket Association Stadium,Pune,1,DJ Hooda,2,57,75,5,4,2.0,0.0,76.0,103.5,10.0,67.0,1.0
5116,2015,"Brabourne Stadium, Mumbai",Mumbai,1,KK Nair,2,48,77,9,2,2.0,0.0,78.0,101.0,12.0,67.0,1.0
3187,2012,M Chinnaswamy Stadium,Bangalore,2,SS Tiwary,3,59,71,2,3,2.0,1.0,72.0,100.5,6.0,67.0,2.0
7455,2018,Maharashtra Cricket Association Stadium,Pune,1,S Dhawan,1,55,79,10,3,1.0,0.0,80.0,134.0,14.0,67.0,1.0
4429,2013,Subrata Roy Sahara Stadium,Pune,2,AD Mathews,3,49,73,0,7,2.0,1.0,74.0,97.5,8.0,67.0,2.0
2345,2011,Holkar Cricket Stadium,Indore,1,DPMD Jayawardene,1,56,76,8,2,1.0,0.0,77.0,132.0,11.0,67.0,1.0
7533,2018,Rajiv Gandhi International Stadium,Hyderabad,1,AT Rayudu,1,39,79,9,4,1.0,0.0,80.0,118.0,14.0,67.0,1.0
792,2009,Kingsmead,Durban,1,KC Sangakkara,2,71,71,4,1,1.0,1.0,72.0,142.0,6.0,67.0,2.0
3243,2012,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,CL White,1,55,77,9,2,1.0,0.0,78.0,132.0,12.0,67.0,1.0
5013,2014,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,BB McCullum,2,59,76,5,5,2.0,0.0,77.0,105.5,11.0,67.0,1.0
166,2008,Feroz Shah Kotla,Delhi,2,G Gambhir,2,58,77,9,2,1.0,1.0,78.0,135.0,12.0,67.0,2.0
2447,2011,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,S Anirudha,4,65,74,6,2,2.0,2.0,75.0,106.5,9.0,67.0,3.0
618,2008,"Wankhede Stadium, Mumbai",Mumbai,1,LA Pomersbach,1,52,79,10,3,0.0,1.0,80.0,79.0,14.0,67.0,2.0
8473,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,KL Rahul,2,69,75,6,3,2.0,0.0,76.0,109.5,10.0,67.0,1.0
6911,2017,Rajiv Gandhi International Stadium,Hyderabad,1,MC Henriques,3,59,73,5,2,2.0,1.0,74.0,102.5,8.0,67.0,2.0
9412,2022,"Dr DY Patil Sports Academy, Mumbai",Mumbai,1,A Manohar,2,51,78,9,3,2.0,0.0,79.0,103.5,13.0,67.0,1.0
9613,2022,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,2,Ishan Kishan,2,62,77,9,2,2.0,0.0,78.0,108.0,12.0,67.0,1.0
3112,2012,M Chinnaswamy Stadium,Bangalore,1,CH Gayle,2,52,77,6,5,2.0,0.0,78.0,103.0,12.0,67.0,1.0
5782,2015,"Wankhede Stadium, Mumbai",Mumbai,2,SV Samson,1,47,76,7,3,1.0,0.0,77.0,123.0,11.0,67.0,1.0
4694,2014,JSCA International Stadium Complex,Ranchi,1,DJ Hussey,2,64,75,6,3,1.0,1.0,76.0,139.0,10.0,67.0,2.0
1388,2010,"Brabourne Stadium, Mumbai",Mumbai,1,CH Gayle,1,65,75,7,2,1.0,0.0,76.0,140.0,10.0,67.0,1.0
8143,2019,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,Mandeep Singh,4,58,72,4,2,2.0,2.0,73.0,101.0,7.0,67.0,3.0
1752,2010,M Chinnaswamy Stadium,Bangalore,1,RS Bopara,1,53,77,9,2,1.0,0.0,78.0,130.0,12.0,67.0,1.0
3658,2012,"Wankhede Stadium, Mumbai",Mumbai,2,OA Shah,1,43,76,5,5,1.0,0.0,77.0,119.0,11.0,67.0,1.0
9980,2022,"Wankhede Stadium, Mumbai",Mumbai,2,AT Rayudu,1,40,78,7,6,1.0,0.0,79.0,118.0,14.0,66.0,1.0
5011,2014,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,AM Rahane,1,60,72,6,1,1.0,0.0,73.0,132.0,8.0,66.0,1.0
6354,2016,Saurashtra Cricket Association Stadium,Rajkot,2,DA Warner,1,50,74,9,0,0.0,1.0,75.0,74.0,10.0,66.0,2.0
3188,2012,M Chinnaswamy Stadium,Bangalore,2,TM Dilshan,2,64,75,8,2,2.0,0.0,76.0,107.0,11.0,66.0,1.0
3246,2012,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,DJ Bravo,4,48,71,3,3,1.0,3.0,72.0,119.0,7.0,66.0,4.0
6560,2017,Feroz Shah Kotla,Delhi,1,SW Billings,2,58,76,11,0,2.0,0.0,77.0,105.0,12.0,66.0,1.0
8759,2021,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,AB de Villiers,2,41,77,9,3,1.0,1.0,78.0,118.0,13.0,66.0,2.0
1344,2009,SuperSport Park,Centurion,2,TM Dilshan,2,66,76,6,5,1.0,1.0,77.0,142.0,12.0,66.0,2.0
9290,2022,"Brabourne Stadium, Mumbai",Mumbai,1,R Powell,2,42,75,3,7,1.0,1.0,76.0,117.0,11.0,66.0,2.0
7729,2018,"Wankhede Stadium, Mumbai",Mumbai,2,DJ Bravo,2,41,75,3,7,2.0,0.0,76.0,95.5,11.0,66.0,1.0
7564,2018,Rajiv Gandhi International Stadium,Hyderabad,1,S Dhawan,3,68,74,8,1,3.0,0.0,75.0,96.66666666666667,10.0,66.0,1.0
8358,2019,"Wankhede Stadium, Mumbai",Mumbai,1,AB de Villiers,1,51,75,6,4,1.0,0.0,76.0,126.0,11.0,66.0,1.0
3424,2012,Sawai Mansingh Stadium,Jaipur,1,TM Dilshan,1,60,76,10,1,0.0,1.0,77.0,76.0,12.0,66.0,2.0
9370,2022,"Brabourne Stadium, Mumbai",Mumbai,2,PP Shaw,2,46,79,11,3,2.0,0.0,80.0,102.0,15.0,66.0,1.0
5224,2015,"Eden Gardens, Kolkata",Kolkata,1,YK Pathan,3,48,75,7,3,2.0,1.0,76.0,99.0,11.0,66.0,2.0
